,indiv,time,A,Y,U,L1,A_1,A_2,Y_1,Y_2,L1_1,L1_2
1,1.0,0.0,0.0,-0.27794433728634416,0.7459888400526808,1.0,,,,,,
2,1.0,1.0,0.0,-0.4260516487920246,0.11760062105384016,1.0,0.0,,-0.27794433728634416,,1.0,
3,1.0,2.0,0.0,-0.9058812945750909,0.5489494858734774,0.0,0.0,0.0,-0.4260516487920246,-0.27794433728634416,1.0,1.0
4,1.0,3.0,1.0,-0.005919054696686132,0.36948104951681815,1.0,0.0,0.0,-0.9058812945750909,-0.4260516487920246,0.0,1.0
5,1.0,4.0,0.0,1.5304086038446223,0.3802159067267282,1.0,1.0,0.0,-0.005919054696686132,-0.9058812945750909,1.0,0.0
6,1.0,5.0,0.0,1.228271684112503,0.5143397084277701,1.0,0.0,1.0,1.5304086038446223,-0.005919054696686132,1.0,1.0
7,1.0,6.0,1.0,0.7701564262098939,0.9393123944989161,1.0,0.0,0.0,1.228271684112503,1.5304086038446223,1.0,1.0
8,1.0,7.0,0.0,0.30701683449003003,0.47213668048273827,1.0,1.0,0.0,0.7701564262098939,1.228271684112503,1.0,1.0
9,1.0,8.0,1.0,-0.44341601812741505,0.3586690840647133,1.0,0.0,1.0,0.30701683449003003,0.7701564262098939,1.0,1.0
10,1.0,9.0,0.0,-0.6972594464167415,0.3626762443173902,1.0,1.0,0.0,-0.44341601812741505,0.30701683449003003,1.0,1.0
11,1.0,10.0,0.0,2.5891488786596826,0.6088918131263288,1.0,0.0,1.0,-0.6972594464167415,-0.44341601812741505,1.0,1.0
12,2.0,0.0,1.0,-0.09400555121534962,0.15237379727934064,0.0,0.0,0.0,2.5891488786596826,-0.6972594464167415,1.0,1.0
13,2.0,1.0,0.0,0.9831868179482346,0.3452022550776021,1.0,1.0,0.0,-0.09400555121534962,2.5891488786596826,0.0,1.0
14,2.0,2.0,1.0,-1.1919155687158067,0.2795714822327515,1.0,0.0,1.0,0.9831868179482346,-0.09400555121534962,1.0,0.0
15,2.0,3.0,0.0,-0.329136547658343,0.5864284743619054,1.0,1.0,0.0,-1.1919155687158067,0.9831868179482346,1.0,1.0
16,2.0,4.0,0.0,0.8800103866294859,0.910726542192271,0.0,0.0,1.0,-0.329136547658343,-1.1919155687158067,1.0,1.0
17,2.0,5.0,0.0,1.9592624039679372,0.3337695808485833,1.0,0.0,0.0,0.8800103866294859,-0.329136547658343,0.0,1.0
18,2.0,6.0,1.0,-1.6908464119573503,0.1817347518622014,0.0,0.0,0.0,1.9592624039679372,0.8800103866294859,1.0,0.0
19,2.0,7.0,0.0,1.544283636765591,0.685306283724825,1.0,1.0,0.0,-1.6908464119573503,1.9592624039679372,0.0,1.0
20,2.0,8.0,1.0,0.35538437774740783,0.8021157355705976,0.0,0.0,1.0,1.544283636765591,-1.6908464119573503,1.0,0.0
21,2.0,9.0,1.0,1.7624058126408388,0.47922629721124965,0.0,1.0,0.0,0.35538437774740783,1.544283636765591,0.0,1.0
22,2.0,10.0,1.0,-1.618665926543053,0.32496018075146293,0.0,1.0,1.0,1.7624058126408388,0.35538437774740783,0.0,0.0
23,3.0,0.0,1.0,-1.0945464165443695,0.929241080494787,1.0,1.0,1.0,-1.618665926543053,1.7624058126408388,0.0,0.0
24,3.0,1.0,1.0,1.3183429454781672,0.6884819746800404,1.0,1.0,1.0,-1.0945464165443695,-1.618665926543053,1.0,0.0
25,3.0,2.0,1.0,-0.1333378912988274,0.19759377775584308,0.0,1.0,1.0,1.3183429454781672,-1.0945464165443695,1.0,1.0
26,3.0,3.0,0.0,0.7475027263804772,0.13312769290209742,0.0,1.0,1.0,-0.1333378912988274,1.3183429454781672,0.0,1.0
27,3.0,4.0,0.0,-1.5000167737604604,0.2987774339942623,0.0,0.0,1.0,0.7475027263804772,-0.1333378912988274,0.0,0.0
28,3.0,5.0,1.0,2.0866948078677665,0.47302475436136804,1.0,0.0,0.0,-1.5000167737604604,0.7475027263804772,0.0,0.0
29,3.0,6.0,0.0,-0.09540485799507503,0.35615188539740084,0.0,1.0,0.0,2.0866948078677665,-1.5000167737604604,1.0,0.0
30,3.0,7.0,0.0,0.5936107423439301,0.2234660138499548,0.0,0.0,1.0,-0.09540485799507503,2.0866948078677665,0.0,1.0
31,3.0,8.0,1.0,-0.08112947771910062,0.7955232122617416,0.0,0.0,0.0,0.5936107423439301,-0.09540485799507503,0.0,0.0
32,3.0,9.0,1.0,0.7732956004375848,0.9721227145416248,0.0,1.0,0.0,-0.08112947771910062,0.5936107423439301,0.0,0.0
33,3.0,10.0,0.0,1.1523140067609732,0.8683122255093246,0.0,1.0,1.0,0.7732956004375848,-0.08112947771910062,0.0,0.0
34,4.0,0.0,1.0,0.3622553205853679,0.6187530232160056,0.0,0.0,1.0,1.1523140067609732,0.7732956004375848,0.0,0.0
35,4.0,1.0,1.0,0.43165107784316575,0.2430002881835742,0.0,1.0,0.0,0.3622553205853679,1.1523140067609732,0.0,0.0
36,4.0,2.0,0.0,2.323977490972826,0.7785881538115107,0.0,1.0,1.0,0.43165107784316575,0.3622553205853679,0.0,0.0
37,4.0,3.0,1.0,0.5476415263999346,0.6643865718748627,1.0,0.0,1.0,2.323977490972826,0.43165107784316575,0.0,0.0
38,4.0,4.0,1.0,-0.18299174959379616,0.2515786820539029,0.0,1.0,0.0,0.5476415263999346,2.323977490972826,1.0,0.0
39,4.0,5.0,1.0,0.11305339850455967,0.22822543280164703,1.0,1.0,1.0,-0.18299174959379616,0.5476415263999346,0.0,1.0
40,4.0,6.0,1.0,0.764785047531061,0.7176619380225124,1.0,1.0,1.0,0.11305339850455967,-0.18299174959379616,1.0,0.0
41,4.0,7.0,1.0,0.9363953372283169,0.8307571840339615,0.0,1.0,1.0,0.764785047531061,0.11305339850455967,1.0,1.0
42,4.0,8.0,0.0,-0.9627906955788454,0.5199166393236438,0.0,1.0,1.0,0.9363953372283169,0.764785047531061,0.0,1.0
43,4.0,9.0,1.0,0.827019872057468,0.9053016192558482,0.0,0.0,1.0,-0.9627906955788454,0.9363953372283169,0.0,0.0
44,4.0,10.0,1.0,1.978330481108663,0.577966899980928,0.0,1.0,0.0,0.827019872057468,-0.9627906955788454,0.0,0.0
45,5.0,0.0,0.0,0.4084425533082981,0.6718770181023536,1.0,1.0,1.0,1.978330481108663,0.827019872057468,0.0,0.0
46,5.0,1.0,0.0,-1.5452625994751032,0.47903375239353685,1.0,0.0,1.0,0.4084425533082981,1.978330481108663,1.0,0.0
47,5.0,2.0,1.0,0.5115793331111413,0.8680901251011336,0.0,0.0,0.0,-1.5452625994751032,0.4084425533082981,1.0,1.0
48,5.0,3.0,0.0,0.6867338773800504,0.8022950546957704,1.0,1.0,0.0,0.5115793331111413,-1.5452625994751032,0.0,1.0
49,5.0,4.0,0.0,-0.22400293674613392,0.9875695673505257,1.0,0.0,1.0,0.6867338773800504,0.5115793331111413,1.0,0.0
50,5.0,5.0,0.0,0.2801829569118538,0.9390984924291537,1.0,0.0,0.0,-0.22400293674613392,0.6867338773800504,1.0,1.0
51,5.0,6.0,0.0,1.313861632649945,0.5541242624548286,1.0,0.0,0.0,0.2801829569118538,-0.22400293674613392,1.0,1.0
52,5.0,7.0,0.0,0.6048252722586754,0.19125176991435086,1.0,0.0,0.0,1.313861632649945,0.2801829569118538,1.0,1.0
53,5.0,8.0,0.0,0.20580758126148008,0.6161554419134845,1.0,0.0,0.0,0.6048252722586754,1.313861632649945,1.0,1.0
54,5.0,9.0,0.0,-0.3688863222569939,0.3662011939008277,1.0,0.0,0.0,0.20580758126148008,0.6048252722586754,1.0,1.0
55,5.0,10.0,1.0,-0.11933355753214281,0.5974052507907293,1.0,0.0,0.0,-0.3688863222569939,0.20580758126148008,1.0,1.0
56,6.0,0.0,0.0,1.612330262058339,0.9740612122194136,1.0,1.0,0.0,-0.11933355753214281,-0.3688863222569939,1.0,1.0
57,6.0,1.0,0.0,0.9804276382939268,0.59118932641652,1.0,0.0,1.0,1.612330262058339,-0.11933355753214281,1.0,1.0
58,6.0,2.0,0.0,0.021502339212853494,0.9965706722511765,1.0,0.0,0.0,0.9804276382939268,1.612330262058339,1.0,1.0
59,6.0,3.0,0.0,1.583865147611283,0.7577845580859021,0.0,0.0,0.0,0.021502339212853494,0.9804276382939268,1.0,1.0
60,6.0,4.0,1.0,0.1998520027143733,0.6885946993265125,0.0,0.0,0.0,1.583865147611283,0.021502339212853494,0.0,1.0
61,6.0,5.0,1.0,0.9413592770603934,0.9407260267225753,1.0,1.0,0.0,0.1998520027143733,1.583865147611283,0.0,0.0
62,6.0,6.0,0.0,-0.9327018975913873,0.8694943593315844,1.0,1.0,1.0,0.9413592770603934,0.1998520027143733,1.0,0.0
63,6.0,7.0,0.0,0.7437318592082076,0.8146213191768061,1.0,0.0,1.0,-0.9327018975913873,0.9413592770603934,1.0,1.0
64,6.0,8.0,0.0,1.9901623426361317,0.8618070097471251,1.0,0.0,0.0,0.7437318592082076,-0.9327018975913873,1.0,1.0
65,6.0,9.0,0.0,-0.5987374402537062,0.6189448050973243,1.0,0.0,0.0,1.9901623426361317,0.7437318592082076,1.0,1.0
66,6.0,10.0,0.0,0.5158303783608658,0.15849474503482586,1.0,0.0,0.0,-0.5987374402537062,1.9901623426361317,1.0,1.0
67,7.0,0.0,0.0,0.6936885526965776,0.73107573492958,1.0,0.0,0.0,0.5158303783608658,-0.5987374402537062,1.0,1.0
68,7.0,1.0,0.0,-0.2660271039026423,0.9207367924695624,0.0,0.0,0.0,0.6936885526965776,0.5158303783608658,1.0,1.0
69,7.0,2.0,0.0,1.5586279576643038,0.41159027550402494,0.0,0.0,0.0,-0.2660271039026423,0.6936885526965776,0.0,1.0
70,7.0,3.0,0.0,-0.32818126874882847,0.7214058106688085,0.0,0.0,0.0,1.5586279576643038,-0.2660271039026423,0.0,0.0
71,7.0,4.0,0.0,-0.67613743238071,0.547965190485029,1.0,0.0,0.0,-0.32818126874882847,1.5586279576643038,0.0,0.0
72,7.0,5.0,0.0,0.7201482759709832,0.8935353524044286,0.0,0.0,0.0,-0.67613743238071,-0.32818126874882847,1.0,0.0
73,7.0,6.0,1.0,1.1397410987992918,0.24117293136508766,0.0,0.0,0.0,0.7201482759709832,-0.67613743238071,0.0,1.0
74,7.0,7.0,0.0,-1.6907464948408193,0.26801391475411285,0.0,1.0,0.0,1.1397410987992918,0.7201482759709832,0.0,0.0
75,7.0,8.0,0.0,1.4830273408257595,0.567641094197825,1.0,0.0,1.0,-1.6907464948408193,1.1397410987992918,0.0,0.0
76,7.0,9.0,0.0,0.5941335946913716,0.9278079828522182,1.0,0.0,0.0,1.4830273408257595,-1.6907464948408193,1.0,0.0
77,7.0,10.0,1.0,-0.13760244903782404,0.18625349291247983,1.0,0.0,0.0,0.5941335946913716,1.4830273408257595,1.0,1.0
78,8.0,0.0,1.0,-0.22859039062851305,0.9102565399177852,0.0,1.0,0.0,-0.13760244903782404,0.5941335946913716,1.0,1.0
79,8.0,1.0,0.0,-0.5793601111562816,0.22799611220445604,0.0,1.0,1.0,-0.22859039062851305,-0.13760244903782404,0.0,1.0
80,8.0,2.0,1.0,-0.30708294213853116,0.32282474122521765,1.0,0.0,1.0,-0.5793601111562816,-0.22859039062851305,0.0,0.0
81,8.0,3.0,1.0,2.1292589572732377,0.4173980366844271,0.0,1.0,0.0,-0.30708294213853116,-0.5793601111562816,1.0,0.0
82,8.0,4.0,1.0,-0.3940707722336054,0.5995093413468368,1.0,1.0,1.0,2.1292589572732377,-0.30708294213853116,0.0,1.0
83,8.0,5.0,0.0,-0.08150185045476555,0.5122542188047993,0.0,1.0,1.0,-0.3940707722336054,2.1292589572732377,1.0,0.0
84,8.0,6.0,1.0,0.5086644030084517,0.39583686066671986,1.0,0.0,1.0,-0.08150185045476555,-0.3940707722336054,0.0,1.0
85,8.0,7.0,1.0,-2.8864553593619706,0.14634899120773978,0.0,1.0,0.0,0.5086644030084517,-0.08150185045476555,1.0,0.0
86,8.0,8.0,1.0,-2.1643336873680514,0.12316515618122643,0.0,1.0,1.0,-2.8864553593619706,0.5086644030084517,0.0,1.0
87,8.0,9.0,1.0,1.2105906955234493,0.7996957285876,0.0,1.0,1.0,-2.1643336873680514,-2.8864553593619706,0.0,0.0
88,8.0,10.0,1.0,-0.3478260593510176,0.8854420544301396,1.0,1.0,1.0,1.2105906955234493,-2.1643336873680514,0.0,0.0
89,9.0,0.0,1.0,0.42751899520630166,0.4949848676713645,1.0,1.0,1.0,-0.3478260593510176,1.2105906955234493,1.0,0.0
90,9.0,1.0,0.0,-0.8718211157187232,0.8375805917564099,1.0,1.0,1.0,0.42751899520630166,-0.3478260593510176,1.0,1.0
91,9.0,2.0,0.0,1.8230104310438442,0.9450544525845916,0.0,0.0,1.0,-0.8718211157187232,0.42751899520630166,1.0,1.0
92,9.0,3.0,1.0,2.1292367755871116,0.9771365434979402,1.0,0.0,0.0,1.8230104310438442,-0.8718211157187232,0.0,1.0
93,9.0,4.0,0.0,0.9621992519699097,0.7609729846427488,0.0,1.0,0.0,2.1292367755871116,1.8230104310438442,1.0,0.0
94,9.0,5.0,0.0,1.1815207638081384,0.5714279814956343,1.0,0.0,1.0,0.9621992519699097,2.1292367755871116,0.0,1.0
95,9.0,6.0,1.0,0.2398502136871844,0.7825091459554726,1.0,0.0,0.0,1.1815207638081384,0.9621992519699097,1.0,0.0
96,9.0,7.0,1.0,-1.0703514598015307,0.7956942039418406,0.0,1.0,0.0,0.2398502136871844,1.1815207638081384,1.0,1.0
97,9.0,8.0,0.0,-0.29801621531725664,0.9157661876161872,1.0,1.0,1.0,-1.0703514598015307,0.2398502136871844,0.0,1.0
98,9.0,9.0,0.0,-0.9401336727877505,0.5528264462929393,1.0,0.0,1.0,-0.29801621531725664,-1.0703514598015307,1.0,0.0
99,9.0,10.0,1.0,-0.23427731719403,0.5303473353915553,1.0,0.0,0.0,-0.9401336727877505,-0.29801621531725664,1.0,1.0
100,10.0,0.0,0.0,0.9636533275524786,0.37418513579666135,1.0,1.0,0.0,-0.23427731719403,-0.9401336727877505,1.0,1.0
101,10.0,1.0,0.0,-1.896358369683681,0.22550413408818562,1.0,0.0,1.0,0.9636533275524786,-0.23427731719403,1.0,1.0
102,10.0,2.0,0.0,0.5561550720786912,0.17660506713016538,0.0,0.0,0.0,-1.896358369683681,0.9636533275524786,1.0,1.0
103,10.0,3.0,0.0,0.26104139951142996,0.169637154913219,0.0,0.0,0.0,0.5561550720786912,-1.896358369683681,0.0,1.0
104,10.0,4.0,1.0,-0.15937712345867205,0.7709457336609282,0.0,0.0,0.0,0.26104139951142996,0.5561550720786912,0.0,0.0
105,10.0,5.0,1.0,-0.5370522892671316,0.40183288059939404,0.0,1.0,0.0,-0.15937712345867205,0.26104139951142996,0.0,0.0
106,10.0,6.0,0.0,0.2665735973636644,0.20758842756544654,1.0,1.0,1.0,-0.5370522892671316,-0.15937712345867205,0.0,0.0
